UC2_Literal,Report Number,Report Date,Location,Beat,Neigborhood,NPU,Lat,Long,
LARCENY-FROM VEHICLE,090031543,01/06/2009,3393 PEACHTREE RD NE @LENOX MALL,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090061557,01/06/2009,3393 PEACHTREE RD NE @LENOX MALL,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090061614,01/06/2009,3393 PEACHTREE RD,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090061838,01/06/2009,1275 CAROLINE ST NE,607,Edgewood,O,33.75674,-84.34619,
LARCENY-NON VEHICLE,090061949,01/06/2009,568 CHAPPELL RD NW,105,Grove Park,J,33.77075,-84.43407,
LARCENY-NON VEHICLE,090061264,01/06/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090061280,01/06/2009,1001 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.7734,-84.35467,
BURGLARY-RESIDENCE,090061439,01/06/2009,1871 PLAZA LN SW,408,Campbellton Road,R,33.70518,-84.45336,
BURGLARY-RESIDENCE,090061205,01/06/2009,1895 PLAZA LN SW,408,Campbellton Road,R,33.70316,-84.45279,
BURGLARY-RESIDENCE,090062229,01/06/2009,1800 MEMORIAL DR SE,608,Kirkwood,O,33.74752,-84.3291,
BURGLARY-RESIDENCE,090062093,01/06/2009,1221 JASPER ST SW,103,Mozley Park,K,33.75259,-84.42767,
LARCENY-NON VEHICLE,090061175,01/06/2009,2045 DONALD LEE HOLLOWELL PKWY NW,105,Grove Park,J,33.7774,-84.45214,
LARCENY-NON VEHICLE,090061852,01/06/2009,230 CLEVELAND AVE SW,309,Glenrose Heights,Z,33.68012,-84.39573,
LARCENY-NON VEHICLE,090062083,01/06/2009,568 CHAPPELL RD NW,105,Grove Park,J,33.77075,-84.43407,
LARCENY-NON VEHICLE,090062133,01/06/2009,1111 MORELAND AVE SE,609,Ormewood Park,W,33.7245,-84.34971,
LARCENY-NON VEHICLE,090060993,01/06/2009,65 ALABAMA ST SW @UNDERGROUND ATLANTA,509,Downtown,M,33.75258,-84.38992,
BURGLARY-NONRES,090062200,01/06/2009,1021 HARWELL RD NW,109,Collier Heights,I,33.7823,-84.49283,
BURGLARY-NONRES,090060118,01/06/2009,1437 CAMPBELLTON RD SW,406,Venetian Hills,S,33.7143,-84.43552,
BURGLARY-NONRES,090060311,01/06/2009,1683 LAKEWOOD AVE SE,306,Lakewood Heights,Y,33.7083,-84.38035,
BURGLARY-NONRES,090060570,01/06/2009,84 PEACHTREE ST NW,506,Downtown,M,33.75622,-84.38863,
BURGLARY-NONRES,090060751,01/06/2009,2251 MARIETTA BLVD,208,,C,33.81831,-84.44881,
BURGLARY-NONRES,090060702,01/06/2009,84 PEACHTREE ST NW,506,Downtown,M,33.75622,-84.38863,
BURGLARY-RESIDENCE,090060010,01/06/2009,1213 ALLENE AVE SW,312,Capitol View,X,33.72187,-84.41325,
BURGLARY-RESIDENCE,090062169,01/06/2009,1436 BENNING PL NE,605,Candler Park,N,33.76869,-84.34035,
BURGLARY-RESIDENCE,090062001,01/06/2009,1143 BERNE ST SE,609,Ormewood Park,W,33.73585,-84.35019,
BURGLARY-RESIDENCE,090060467,01/06/2009,50 MOUNT ZION RD SE,309,Glenrose Heights,Z,33.67286,-84.38706,
BURGLARY-RESIDENCE,090060769,01/06/2009,3083 W ROXBORO RD NE,204,Pine Hills,B,33.83924,-84.34904,
BURGLARY-RESIDENCE,090061411,01/06/2009,173 CAMPBELL ST SE,608,Kirkwood,O,33.74833,-84.32551,
BURGLARY-RESIDENCE,090060805,01/06/2009,966 GRANT TER SE,302,Peoplestown,V,33.7281,-84.37947,
BURGLARY-RESIDENCE,090061401,01/06/2009,2309 CLARISSA DR NW,106,Carver Hills,G,33.79737,-84.45667,
BURGLARY-RESIDENCE,090061083,01/06/2009,1166 FLAMINGO DR SW,411,Audobon Forest,I,33.72368,-84.4667,
BURGLARY-RESIDENCE,090061172,01/06/2009,433 HIGHLAND AVE NE,510,Old Fourth Ward,M,33.76128,-84.37323,
BURGLARY-RESIDENCE,090061238,01/06/2009,207 OLLIE ST NW,103,Washington Park,K,33.76028,-84.4217,
BURGLARY-RESIDENCE,090061283,01/06/2009,1354 CASCADE FALS DR,407,Cascade Heights,I,33.71722,-84.49692,
BURGLARY-RESIDENCE,090061299,01/06/2009,1370 CASCADEFALLS DR,407,Cascade Heights,I,33.71879,-84.49781,
BURGLARY-RESIDENCE,090061341,01/06/2009,1462 HELEN LA,409,Greenbriar Village,P,33.7037,-84.53911,
BURGLARY-RESIDENCE,090061942,01/06/2009,3400 STRATFORD RD NE,203,North Buckhead,B,33.84923,-84.36689,
BURGLARY-RESIDENCE,090061919,01/06/2009,1412 DOWNS DR SW,407,Adams Park,R,33.71721,-84.45454,
BURGLARY-RESIDENCE,090061584,01/06/2009,1280 NASH RD NW,108,English Park,G,33.79044,-84.49295,
BURGLARY-RESIDENCE,090060149,01/06/2009,617 ECHO ST NW,111,English Avenue,L,33.77151,-84.41035,
BURGLARY-RESIDENCE,090060244,01/06/2009,2880 BROWNS MILL RD SE,309,Orchard Knob,Z,33.676,-84.38388,
BURGLARY-RESIDENCE,090061528,01/06/2009,2758 EMERALD CT SW,412,Harland Terrace,I,33.75142,-84.47903,
BURGLARY-RESIDENCE,090061412,01/06/2009,2018 RUTH ST NW,106,Grove Park,J,33.78539,-84.45394,
BURGLARY-RESIDENCE,090061799,01/06/2009,4214 PEACHTREE PARK DR NE,206,,E,33.81368,-84.38975,
ROBBERY-PEDESTRIAN,090061780,01/06/2009,322 JAMES P BRAWLEY DR,101,English Avenue,L,33.76344,-84.41261,
ROBBERY-PEDESTRIAN,090062035,01/06/2009,LUCKIE ST NW / HUNNICUTT ST NW,506,Downtown,M,33.76665,-84.39611,
ROBBERY-PEDESTRIAN,090062123,01/06/2009,2950 WATERS RD SW,309,Glenrose Heights,Z,33.67413,-84.39461,
ROBBERY-PEDESTRIAN,090062196,01/06/2009,1240 EUCLID AVE,605,Candler Park,N,33.76865,-84.34444,
ROBBERY-PEDESTRIAN,090061931,01/06/2009,835 OGLETHORPE AVE SW,401,West End,T,33.73592,-84.41564,
ROBBERY-PEDESTRIAN,090062020,01/06/2009,390 5TH ST NE,505,Midtown,E,33.77556,-84.37451,
ROBBERY-COMMERCIAL,090061659,01/06/2009,2200 CAMPBELLTON RD SW,408,Campbellton Road,R,33.70504,-84.46063,
ROBBERY-COMMERCIAL,090061778,01/06/2009,4441 ROSWELL RD NE,203,North Buckhead,B,33.8763,-84.37988,
ROBBERY-PEDESTRIAN,090060199,01/06/2009,955 FOUNDERS DR SW,107,Harris Chiles,T,33.74467,-84.41955,
ROBBERY-PEDESTRIAN,090061310,01/06/2009,CAMPBELLTON RD SW / GREENBRIAR PKWY SW,407,Southwest,R,33.69258,-84.49059,
ROBBERY-PEDESTRIAN,090060368,01/06/2009,989 SAINT CHARLES AVE NE;,603,Virginia Highland,F,33.77532,-84.35477,
ROBBERY-PEDESTRIAN,090062090,01/06/2009,900 JOSEPH E BOONE BLVD,103,Washington Park,K,33.76347,-84.41747,
ROBBERY-PEDESTRIAN,090061025,01/06/2009,82 PEACHTREE STREET SW,506,Downtown,M,33.75186,-84.39133,
ROBBERY-RESIDENCE,090061788,01/06/2009,3112 ARBOR GATES DR NE,204,Pine Hills,B,33.82674,-84.35888,
AGG ASSAULT,090062034,01/06/2009,JONESBORO RD SE / I-285 WB EXPY SE,310,South River Gardens,Z,33.65221,-84.3671,
AGG ASSAULT,090060128,01/06/2009,1335 BOULEVARD SE,305,Chosewood Park,Y,33.71811,-84.36864,
ROBBERY-PEDESTRIAN,090061833,01/06/2009,210 WALKER ST SW,508,Castleberry Hill,M,33.74875,-84.40229,
AGG ASSAULT,090060514,01/06/2009,1174 OGLETHORPE AVE SW,401,West End,T,33.73556,-84.42627,
AGG ASSAULT,090068060,01/06/2009,T CENTER @7700 SPINE RD,703,,,33.64068,-84.44204,
AGG ASSAULT,090062199,01/06/2009,960 CONSTITUTION RD SE,611,Norwood Manor,Z,33.69307,-84.35805,
AGG ASSAULT,090051681,01/05/2009,641 WHITAKER ST NW,102,Bankhead,K,33.7722,-84.41831,
AGG ASSAULT,090050145,01/05/2009,2674 MACON DR SE,307,Browns Mill Park,Z,33.68162,-84.38852,
AGG ASSAULT,090050002,01/05/2009,3843 JONESBORO RD SE,310,South River Gardens,Z,33.65199,-84.36701,
AGG ASSAULT,090051314,01/05/2009,1206 WILKES CIR NW,108,Brookview Heights,G,33.78486,-84.47961,
AGG ASSAULT,090050681,01/05/2009,168 WHITEFOORD AVE NE,607,Edgewood,O,33.75821,-84.34222,
AGG ASSAULT,090050484,01/05/2009,55 MCDONOUGH BLVD SE,305,South Atlanta,Y,33.72024,-84.38654,
AGG ASSAULT,090051913,01/05/2009,923 LEE ST SW,401,West End,T,33.72991,-84.41607,
ROBBERY-COMMERCIAL,090051507,01/05/2009,2178 CAMPBELLTON RD SW,408,Campbellton Road,R,33.70514,-84.45947,
ROBBERY-PEDESTRIAN,090050084,01/05/2009,232 FORSYTH ST SW @GREYHOUND BUS DEPOT,508,Downtown,M,33.74852,-84.39636,
ROBBERY-PEDESTRIAN,090051826,01/05/2009,811 ARGONNE AVE NE,505,Midtown,E,33.77658,-84.37756,
ROBBERY-PEDESTRIAN,090051466,01/05/2009,2500 CENTER ST,106,Carey Park,G,33.79088,-84.4723,
ROBBERY-PEDESTRIAN,090051754,01/05/2009,1870 HONEYSUCKLE LN SW,408,Campbellton Road,R,33.70689,-84.45345,
ROBBERY-PEDESTRIAN,090050871,01/05/2009,400 LINDSAY ST NW,111,English Avenue,L,33.76569,-84.41659,
ROBBERY-PEDESTRIAN,090051648,01/05/2009,900 CONLEY RD,310,South River Gardens,Z,33.6484,-84.36555,
ROBBERY-PEDESTRIAN,090050263,01/05/2009,3086 MIDDLETON RD NW,412,,I,33.7526,-84.48986,
ROBBERY-PEDESTRIAN,090050292,01/05/2009,607  PEACHTREE  ST  NE,503,Downtown,M,33.77093,-84.38492,
BURGLARY-RESIDENCE,090051790,01/05/2009,2432 BRANTLEY ST NW,209,Riverside,D,33.81089,-84.46766,
BURGLARY-RESIDENCE,090051399,01/05/2009,594 AMAL DR SW,306,Amal Heights,Y,33.70943,-84.39839,
BURGLARY-RESIDENCE,090051436,01/05/2009,2794 ALEXANDRIA DR SW,410,Deerwood,P,33.67815,-84.51343,
BURGLARY-RESIDENCE,090050756,01/05/2009,303 THORNTON ST SW,305,Joyland,Y,33.71198,-84.39885,
BURGLARY-RESIDENCE,090050836,01/05/2009,2125 JOSEPH E BOONE BLVD NW,104,Center Hill,J,33.76479,-84.4579,
BURGLARY-RESIDENCE,090050508,01/05/2009,572 BROWNWOOD AVE SE,610,East Atlanta,W,33.73863,-84.3478,
BURGLARY-RESIDENCE,090050843,01/05/2009,1403 FOREST LAKES AVE SE,608,The Villages at East Lake,O,33.74403,-84.31244,
BURGLARY-RESIDENCE,090050725,01/05/2009,2894 RIDGEVIEW DR SW,408,Greenbriar,R,33.66632,-84.49338,
BURGLARY-RESIDENCE,090050545,01/05/2009,2530 BARGE RD SW,410,Rue Royal,P,33.68614,-84.50618,
BURGLARY-RESIDENCE,090050842,01/05/2009,1996 PHILLIPS DR SE,611,Thomasville Heights,Z,33.69935,-84.3535,
BURGLARY-RESIDENCE,090051704,01/05/2009,1090 HENRY THOMAS DR SE,611,Thomasville Heights,Z,33.70594,-84.35315,
BURGLARY-RESIDENCE,090051712,01/05/2009,264 ORMOND ST SW,301,Mechanicsville,V,33.73167,-84.39675,
BURGLARY-RESIDENCE,090051736,01/05/2009,932 FERN AVE SE,302,Peoplestown,V,33.72868,-84.38503,
BURGLARY-RESIDENCE,090051462,01/05/2009,317 SKIPPER PL NW,109,Collier Heights,I,33.78085,-84.49051,
BURGLARY-RESIDENCE,090051703,01/05/2009,864 MCDANIEL ST SW,303,Pittsburgh,V,33.73137,-84.40146,
BURGLARY-RESIDENCE,090051455,01/05/2009,1343 HIGH FALLS CT SW,407,Cascade Heights,I,33.71814,-84.49431,
BURGLARY-RESIDENCE,090051532,01/05/2009,928 MARTIN ST SE,302,Peoplestown,V,33.72915,-84.38303,
BURGLARY-RESIDENCE,090051546,01/05/2009,3201 WESTPORT WAY SW,411,,I,33.74434,-84.49108,
BURGLARY-RESIDENCE,090051651,01/05/2009,966 FAIR ST SW,107,Ashview Heights,T,33.74889,-84.41923,
BURGLARY-RESIDENCE,090051026,01/05/2009,3405 MAYNARD CT NW,110,Bankhead Courts,H,33.79289,-84.50058,
BURGLARY-NONRES,090050692,01/05/2009,1660 STANTON RD SW,406,,R,33.70953,-84.44239,
BURGLARY-NONRES,090050451,01/05/2009,1219 JOSEPH E BOONE BLVD NW,102,Bankhead,K,33.76361,-84.4279,
BURGLARY-NONRES,090050440,01/05/2009,3630 PEACHTREE RD NE,203,North Buckhead,B,33.85471,-84.3586,
BURGLARY-NONRES,090050638,01/05/2009,3626 PEACHTREE RD NE,203,North Buckhead,B,33.8553,-84.35979,
BURGLARY-NONRES,090050225,01/05/2009,123 LUCKIE ST NW,506,Downtown,M,33.75824,-84.39038,
LARCENY-NON VEHICLE,090051502,01/05/2009,3393 PEACHTREE RD NE @LENOX MALL,204,Lenox,B,33.84676,-84.36212,
LARCENY-NON VEHICLE,090051427,01/05/2009,1162 PRYOR ST,303,Peoplestown,V,33.72327,-84.39322,
BURGLARY-RESIDENCE,090051453,01/05/2009,1551 BOULEVARD LORRAINE SW,407,Adams Park,R,33.71385,-84.45989,
BURGLARY-RESIDENCE,090051375,01/05/2009,765 MCDANIEL ST SW,303,Pittsburgh,V,33.73396,-84.40177,
BURGLARY-RESIDENCE,090051285,01/05/2009,443 OAK DR SE,309,Orchard Knob,Z,33.66712,-84.37905,
BURGLARY-RESIDENCE,090050720,01/05/2009,2032 SANDLAKE DR SW,409,,P,33.69953,-84.54159,
BURGLARY-RESIDENCE,090051596,01/05/2009,500 COLLIER RIDGE DR NW,109,Collier Heights,I,33.76873,-84.47733,
BURGLARY-RESIDENCE,090051805,01/05/2009,2214 BOULEVARD GRANADA SW,407,Adams Park,R,33.71711,-84.46126,
BURGLARY-RESIDENCE,090051823,01/05/2009,2795 ALEXANDRIA DR SW,410,Deerwood,P,33.67818,-84.51403,
LARCENY-NON VEHICLE,090050905,01/05/2009,595 PIEDMONT AVE NE,510,Old Fourth Ward,M,33.77067,-84.38023,
LARCENY-NON VEHICLE,090051018,01/05/2009,3535 PEACHTREE RD NE,204,Lenox,B,33.85182,-84.3595,
LARCENY-FROM VEHICLE,090051787,01/05/2009,12TH ST NE / PIEDMONT AVE NE,504,Midtown,E,33.78331,-84.37958,
LARCENY-FROM VEHICLE,090051668,01/05/2009,1001 GARDEN VIEW DR NE,204,Pine Hills,B,33.84895,-84.34904,
LARCENY-FROM VEHICLE,090051475,01/05/2009,3400 PEACHTREE RD NE,203,North Buckhead,B,33.84938,-84.3636,
LARCENY-FROM VEHICLE,090051389,01/05/2009,3500 PEACHTREE RD NE,203,North Buckhead,B,33.85302,-84.36278,
LARCENY-FROM VEHICLE,090051407,01/05/2009,3300 PEACHTREE RD NE,203,North Buckhead,B,33.84514,-84.37031,
LARCENY-FROM VEHICLE,090051728,01/05/2009,187 ORMOND ST SW,301,Mechanicsville,V,33.73187,-84.39419,
LARCENY-FROM VEHICLE,090051557,01/05/2009,LAFAYETTE DR @ PEACHTREE CIR NE,504,Ansley Park,E,33.79172,-84.38331,
LARCENY-FROM VEHICLE,090051142,01/05/2009,2930 CASCADE RD SW,407,Cascade Heights,I,33.71975,-84.48354,
LARCENY-FROM VEHICLE,090051125,01/05/2009,56 AVERY DR NE;,504,Ansley Park,E,33.79532,-84.37263,
LARCENY-FROM VEHICLE,090050732,01/05/2009,197 3RD AVE SE,608,East Lake,O,33.74754,-84.30867,
LARCENY-FROM VEHICLE,090050873,01/05/2009,HIGHLAND AVE / SAMPSON ST,511,Old Fourth Ward,M,33.76235,-84.37732,
LARCENY-FROM VEHICLE,090050879,01/05/2009,1096 TILDEN ST,102,Knight Park/Howell Station,K,33.7849,-84.42522,
LARCENY-FROM VEHICLE,090050755,01/05/2009,1466 PINE ST NW,210,Loring Heights,E,33.7952,-84.40121,
LARCENY-FROM VEHICLE,090050459,01/05/2009,30 LAKEVIEW DR NE,607,Kirkwood,O,33.7522,-84.31395,
LARCENY-FROM VEHICLE,090050663,01/05/2009,INWOOD CIR / WEST PEACHTREE STREET,504,Midtown,E,33.79858,-84.38771,
LARCENY-FROM VEHICLE,090050600,01/05/2009,913 BRIARCLIFF RD NE,605,Druid Hills,N,33.77914,-84.3444,
LARCENY-FROM VEHICLE,090051181,01/05/2009,OAKDALE RD NE / MARION AVE NE,605,Candler Park,N,33.76726,-84.34171,
LARCENY-FROM VEHICLE,090051844,01/05/2009,1034 MARYLAND AVE,603,Virginia Highland,F,33.7822,-84.3569,
LARCENY-FROM VEHICLE,090051380,01/05/2009,575 PONCE DE LEON AVE NE,505,Old Fourth Ward,M,33.77313,-84.36818,
LARCENY-FROM VEHICLE,090050980,01/05/2009,829 PEACHTREE HILLS CIR NE,206,Peachtree Hills,B,33.81954,-84.37499,
LARCENY-FROM VEHICLE,090051845,01/05/2009,860 PEACHTREE ST NE,503,Midtown,E,33.77831,-84.38533,
LARCENY-FROM VEHICLE,090050429,01/05/2009,2063 DELANO DR NE,607,Kirkwood,O,33.75505,-84.32001,
LARCENY-FROM VEHICLE,090050387,01/05/2009,3364 KNOLLWOOD DR NW,202,Tuxedo Park,A,33.84682,-84.39594,
LARCENY-FROM VEHICLE,090050364,01/05/2009,59 MOBLEY DR SE,307,Browns Mill Park,Z,33.68615,-84.3868,
LARCENY-FROM VEHICLE,090051848,01/05/2009,35 JESSE HILL JR DR SE,509,Downtown,M,33.75357,-84.3818,
LARCENY-NON VEHICLE,090051079,01/05/2009,550 PEACHTREE ST NE,507,Downtown,M,33.76929,-84.38554,
LARCENY-NON VEHICLE,090050574,01/05/2009,285 BOULEVARD,511,Old Fourth Ward,M,33.76216,-84.37189,
LARCENY-NON VEHICLE,090051143,01/05/2009,104 MARIETTA ST NW,506,Downtown,M,33.7566,-84.39242,
LARCENY-NON VEHICLE,090051517,01/05/2009,2045 DONALD LEE HOLLOWELL PKWY NW,105,Grove Park,J,33.7774,-84.45214,
LARCENY-NON VEHICLE,090051484,01/05/2009,142 FLAT SHOALS AVE SE,606,Reynoldstown,N,33.74893,-84.35299,
LARCENY-NON VEHICLE,090050908,01/05/2009,1008 MANIGAULT ST SE,606,Reynoldstown,N,33.75114,-84.35412,
LARCENY-FROM VEHICLE,090050445,01/05/2009,85 MOUNT ZION RD SE,309,Glenrose Heights,Z,33.67269,-84.38678,
LARCENY-FROM VEHICLE,090050294,01/05/2009,375 AUBURN AVENUE,504,Sweet Auburn,M,33.7554,-84.37521,
LARCENY-FROM VEHICLE,090051351,01/05/2009,16TH ST @ ATLANTIC,501,Home Park,E,33.79,-84.39764,
LARCENY-FROM VEHICLE,090051326,01/05/2009,771 CLIFTON RD SE,610,East Atlanta,W,33.73319,-84.33032,
LARCENY-FROM VEHICLE,090050969,01/05/2009,731 CATHERINE ST SW,303,Adair Park,V,33.7261,-84.41153,
LARCENY-FROM VEHICLE,090050503,01/05/2009,269 LAMON AVE SE,608,Kirkwood,O,33.74604,-84.33883,
LARCENY-FROM VEHICLE,090050414,01/05/2009,491 FLAT SHOALS AVE SE,610,East Atlanta,W,33.74053,-84.3462,
LARCENY-FROM VEHICLE,090050521,01/05/2009,2535 CHANTILLY DR NE,601,Lindridge/Martin Manor,F,33.82363,-84.34977,
LARCENY-FROM VEHICLE,090050776,01/05/2009,1901 MACARTHUR BLVD NW,209,Bolton,D,33.81336,-84.44972,
LARCENY-FROM VEHICLE,090050985,01/05/2009,662 W PEACHTREE ST,507,Downtown,M,33.77119,-84.38476,
LARCENY-FROM VEHICLE,090050573,01/05/2009,2316 DEFOOR HILLS RD NW,208,Underwood Hills,D,33.81823,-84.4361,
LARCENY-FROM VEHICLE,090051414,01/05/2009,3343 PEACHTREE RD NE,204,Lenox,B,33.84748,-84.36737,
LARCENY-FROM VEHICLE,090051723,01/05/2009,SPRING ST NW / BAKER ST NW,507,Downtown,M,33.76226,-84.38902,
LARCENY-FROM VEHICLE,090051395,01/05/2009,3475 LENOX RD NE,204,Lenox,B,33.84922,-84.36056,
LARCENY-NON VEHICLE,090051679,01/05/2009,1890 S GORDON ST SW,402,Westview,T,33.73505,-84.44702,
LARCENY-NON VEHICLE,090050957,01/05/2009,1673 KENMORE ST SW,403,Cascade Avenue/Road,S,33.72649,-84.44269,
LARCENY-NON VEHICLE,090051049,01/05/2009,255 COURTLAND ST NE,507,Downtown,M,33.76157,-84.38314,
LARCENY-NON VEHICLE,090051132,01/05/2009,1537 N HIGHLAND AVE NE,601,Morningside/Lenox Park,F,33.79654,-84.34974,
LARCENY-NON VEHICLE,090050899,01/05/2009,1611 MILL ACRES DR SW,407,Cascade Heights,I,33.71227,-84.47041,
LARCENY-NON VEHICLE,090051364,01/05/2009,3343 PEACHTREE RD NE,204,Lenox,B,33.84748,-84.36737,
LARCENY-NON VEHICLE,090050229,01/05/2009,232 FORSYTH ST SW,508,Downtown,M,33.74852,-84.39636,
LARCENY-NON VEHICLE,090050236,01/05/2009,220 RENAISSANCE PKWY NE,510,Old Fourth Ward,M,33.7691,-84.38027,
LARCENY-NON VEHICLE,090051073,01/05/2009,113 PEYTON PL SW,412,Harland Terrace,I,33.75102,-84.47615,
LARCENY-NON VEHICLE,090050795,01/05/2009,1994 BENT CREEK WAY SW,408,Campbellton Road,R,33.7011,-84.46631,
LARCENY-NON VEHICLE,090051169,01/05/2009,68 LINKWOOD RD NW,412,,I,33.75703,-84.48298,
LARCENY-NON VEHICLE,090050682,01/05/2009,1688 ABNER CT,110,Carver Hills,G,33.80168,-84.46645,
LARCENY-NON VEHICLE,090051192,01/05/2009,2861 ENGLE RD NW,109,Collier Heights,I,33.76971,-84.48085,
LARCENY-NON VEHICLE,090050770,01/05/2009,288 LELAND TER NE,607,Kirkwood,O,33.76136,-84.31385,
LARCENY-NON VEHICLE,090050903,01/05/2009,2875 NORTHSIDE DR NW,207,Wyngate,C,33.83247,-84.40639,
LARCENY-NON VEHICLE,090050922,01/05/2009,261 19TH ST NW,501,Atlantic Station,E,33.79352,-84.39693,
LARCENY-NON VEHICLE,090050860,01/05/2009,2685 METROPOLITAN PKWY SW,308,Perkerson,X,33.68274,-84.40902,
LARCENY-NON VEHICLE,090050383,01/05/2009,725 PONCE DE LEON AVE NE,604,Poncey-Highland,N,33.77343,-84.36351,
LARCENY-NON VEHICLE,090050972,01/05/2009,50 ALABAMA ST,508,Downtown,M,33.75317,-84.39128,
LARCENY-NON VEHICLE,090051423,01/05/2009,2313 SANDCOVE CT SW,409,,P,33.69992,-84.54176,
LARCENY-NON VEHICLE,090051398,01/05/2009,650 PONCE,505,Midtown,E,33.77469,-84.36561,
LARCENY-NON VEHICLE,090051116,01/05/2009,1284 W PACES FERRY RD NW,202,West Paces Ferry/Northside,A,33.84876,-84.42951,
AUTO THEFT,090051667,01/05/2009,1041 STATE ST NW,501,Home Park,E,33.78306,-84.39889,
AUTO THEFT,090051515,01/05/2009,1475 MORELAND AVE SE;,609,Custer/McDonough/Guice,W,33.7129,-84.35007,
AUTO THEFT,090051499,01/05/2009,MURPHY AVE/ DILL AVE,404,Capitol View,X,33.71821,-84.4243,
AUTO THEFT,090051299,01/05/2009,1371 KIMBERLY WAY SW,409,Ashley Courts,P,33.71771,-84.52315,
AUTO THEFT,090051811,01/05/2009,2454 SPRING GARDEN DR SW,308,Perkerson,X,33.68778,-84.41166,
AUTO THEFT,090050846,01/05/2009,3248 VERDANT DR SW,408,Greenbriar,R,33.68223,-84.49579,
AUTO THEFT,090050463,01/05/2009,1004 HOLLYWOOD RD,104,Harvel Homes Community,J,33.75994,-84.46669,
AUTO THEFT,090050271,01/05/2009,425 CHAPEL ST SW,508,Castleberry Hill,M,33.75203,-84.40158,
AUTO THEFT,090050404,01/05/2009,525 CENTENNIAL OLYMPIC P DR NW,506,Downtown,M,33.76828,-84.39159,
AUTO THEFT,090050418,01/05/2009,1291 MCLENDON AVE NE,605,Candler Park,N,33.76467,-84.34525,
AUTO THEFT,090050419,01/05/2009,1375 NORTHSIDE DR NW,210,Loring Heights,E,33.79215,-84.40774,
AUTO THEFT,090050664,01/05/2009,574 REED ST SE,302,Summerhill,V,33.739,-84.38537,
AUTO THEFT,090050022,01/05/2009,417 HILLSIDE DR SW,312,Capitol View Manor,X,33.71753,-84.40121,
AUTO THEFT,090051695,01/05/2009,2325 MARIETTA BLVD NW,208,,C,33.82087,-84.45355,
AUTO THEFT,090050601,01/05/2009,564 WOODWARD AVE SE,304,Grant Park,W,33.74571,-84.36899,
AUTO THEFT,090050831,01/05/2009,1371 KIMBERLY WAY SW,409,Ashley Courts,P,33.71771,-84.52315,
AUTO THEFT,090050723,01/05/2009,225 SAMPSON ST NE,511,Old Fourth Ward,M,33.7602,-84.36545,
AUTO THEFT,090040929,01/04/2009,1765 METROPOLITAN PKWY SW,311,Sylvan Hills,X,33.70546,-84.40814,
AUTO THEFT,090040088,01/04/2009,1753 DETROIT AVE NW,105,Grove Park,J,33.76737,-84.44454,
AUTO THEFT,090041615,01/04/2009,117 STAFFORD ST SW,103,Mozley Park,K,33.75193,-84.42729,
AUTO THEFT,090041340,01/04/2009,1947 LATHROP ST SE,611,Thomasville Heights,Z,33.70161,-84.35979,
AUTO THEFT,090041048,01/04/2009,1086 HARWELL ST NW,103,Washington Park,K,33.7556,-84.42337,
AUTO THEFT,090040577,01/04/2009,2788 DEFOORS FERRY RD NW,208,,C,33.82114,-84.44713,
AUTO THEFT,090040639,01/04/2009,375 RALPH MCGILL BLVD NE,510,Old Fourth Ward,M,33.76368,-84.37587,
AUTO THEFT,090040183,01/04/2009,1746 CENTRA VILLA DR SW,406,Venetian Hills,S,33.70833,-84.45526,
LARCENY-NON VEHICLE,090048006,01/04/2009,11700 SPINE ROAD,703,,,33.64077,-84.42935,
LARCENY-FROM VEHICLE,090041381,01/04/2009,1959 METROPOLITAN PKWY SW,311,Sylvan Hills,X,33.7008,-84.41018,
LARCENY-FROM VEHICLE,090041114,01/04/2009,117 BOWEN CIRCLE,305,High Point,Y,33.71613,-84.39489,
LARCENY-FROM VEHICLE,090040816,01/04/2009,1327 EUCLID AVE NE,605,Candler Park,N,33.76851,-84.34431,
LARCENY-FROM VEHICLE,090040860,01/04/2009,1427 FOREST LAKES AVE SE,608,The Villages at East Lake,O,33.74403,-84.31244,
LARCENY-FROM VEHICLE,090040732,01/04/2009,WEST PEACHTREE @13TH,505,Midtown,E,33.78572,-84.38782,
LARCENY-FROM VEHICLE,090041155,01/04/2009,COCA COLA @ PRATT,509,Downtown,M,33.75168,-84.38198,
LARCENY-NON VEHICLE,090041176,01/04/2009,1380 ATLANTIC DR,501,Atlantic Station,E,33.79243,-84.39647,
LARCENY-NON VEHICLE,090031809,01/04/2009,303 PARKWAY DR NE,510,Old Fourth Ward,M,33.76286,-84.37405,
LARCENY-NON VEHICLE,090040286,01/04/2009,582 LOVEJOY ST NW,506,Downtown,M,33.76753,-84.39315,
LARCENY-NON VEHICLE,090040311,01/04/2009,1999 CAMPBELLTON RD SW,406,Venetian Hills,S,33.70799,-84.45455,
LARCENY-FROM VEHICLE,090040102,01/04/2009,600 MEANS ST NW,501,Marietta Street Artery,E,33.77451,-84.40731,
LARCENY-FROM VEHICLE,090041492,01/04/2009,1630 DEKALB AVE NE,605,Candler Park,N,33.7625,-84.33426,
